Position   Rating   Sudoku_in_suduku17C_list                                                                    Canonical_form                                                                              Sudoku_from_sudokugarden.de                                                                 Cmp    Date
    2004      157   _____27__+__1____3_+_8__4____+_2______4+___3___8_+9________+7__5__1__+____6_2__+___8_____   ________1+_____2_3_+__4__5__6+_____42__+_1_____7_+5___8____+____1___8+__9______+_2_7_____   _____3___+__52_____+79_____1_+_63__4___+____1__7_+________2+___7____3+_4____8__+____6____   PERM   2020-04-30
    2005      146   _____27__+_53______+_4_______+___6__2__+___3____4+2________+1_____56_+___48____+____3__1_   ________1+_______23+__4__5___+______4__+___16____+17__2____+___5_7___+_4___38__+2________   __6_8_9__+____73___+________5+___1_4___+__9______+___5__7_4+85_______+____3__9_+4________   PERM   2020-05-01
    2006      133   _____27__+1___3____+6______8_+___64__1_+_2______3+_7_______+_4____2__+5_______4+___1_____   _________+_____1_23+_45_6____+______4__+2__3_____+6_______7+____4_5__+_7___6___+3______8_   ____6____+___9___1_+_2_____7_+_____3_2_+__6_4____+1_______9+8__2_7___+_________+__1___4_6   PERM   2020-05-02
    2007      132   _____27__+3________+6________+_7____2_1+___75____+_______6_+_21___4__+___63__5_+___8_____   ________1+________2+__3__4___+_____536_+_7_______+12__8____+____2____+___6_34__+84_______   _____1___+5____2__7+__9_4____+1________+2____7___+______64_+________2+__69_____+_347_____   PERM   2020-05-03
    2008      131   _____27__+5__3_____+_6____2__+1______38+_______5_+__7______+_4_15____+__2___4__+____9____   ________1+_______23+__4_56___+_____5___+_7_3_____+82_______+___2____7+__5___6__+_4__9____   ___7__9__+_2______8+4___1____+____34___+_97___8__+____6____+_______54+3_______1+__9______   PERM   2020-05-04
    2009      132   _____27_1+6__3_____+8________+__35___6_+_1__4_2__+_________+_2__7____+5______3_+_____1___   _________+__1__2__3+_4__5__6_+______1__+__2_____7+6___4____+___1_72__+5______4_+8________   ____2____+_4__3____+8_____6_7+__97__8__+_________+_1___4_3_+__68_____+____1__4_+7________   PERM   2020-05-05
    2010      236   _____274_+3_58_____+______8__+___6____8+_4_______+_7_______+6_____1_5+____4__2_+8________   ________1+________2+__3__4___+_______3_+_5__1____+6_7____4_+_____378_+21_5_____+3________   29______6+___35____+________4+4____9___+1_____95_+__7____3_+__3______+_____2__9+_______7_   PERM   2020-05-06
    2011      137   _____274_+5___1____+_________+_4_73____+___6____1+_2_______+___4___7_+6_____3__+1____8___   _________+_______12+__3_45___+______4__+_1_6_____+_6___7___+___1__56_+__4____7_+_2__8____   ___4__6_5+_________+2_8______+_67____8_+__95_____+_____2__3+_____8_7_+_5_______+_____79__   PERM   2020-05-07
    2012      136   _____28__+_6_5_____+4________+___4___36+_2_____1_+__8_3____+3__17____+______2__+______6__   ________1+________2+__3_45___+_____613_+_2_____5_+7___3____+___2____7+__6______+_1___8___   ________9+_235_____+________7+7_______6+___1_____+_8___9___+_1____59_+__5_6____+_____72__   PERM   2020-05-08
    2013      237   _____28__+_64______+_5_______+___7__3__+___4____5+2________+1_____67_+___59____+____4__1_   ________1+_______23+__4__5___+______4__+___16____+17__2____+___5_7___+_8___39__+2________   ____8_3__+____16___+3_____4_9+2________+_____8_6_+_____4__5+___2____7+_6_______+_98______   PERM   2020-05-09
    2014      255   _____28__+_7____3__+4________+6______25+_1_37____+_______4_+___71____+2_5______+___8_____   ________1+_______23+____45___+_____3___+__6___7__+_57___4__+____7_6__+1________+3__2____8   ______45_+___7_____+___36____+8_4__5___+9____8___+______3__+_7_______+_____9_8_+_3_2____6   PERM   2020-05-10
    2015      992   _____28__+_7____3__+4________+6______25+_1_37____+_______4_+___71____+5_2______+___8_____   ________1+_______23+____45___+_____3___+__6___7__+_57___4__+____7_6__+1__2____8+3________   _9__7___5+_____18__+_3_______+1____8___+8_6__2___+_______3_+____9____+______26_+___53____   PERM   2020-05-11
    2016      134   _____29__+_47______+_6_______+___14___7+______3__+5________+2_____51_+___4___6_+___87____   ________1+_______23+__4__5___+______4__+_1__3____+36__7____+____1____+__58__9__+2_7______   ___5_26__+8__3_____+1_9______+_______3_+_6___7___+_______89+______2__+_____4___+5_8_9____   PERM   2020-05-12
    2017      134   _____29__+37_______+5________+8__5___3_+___1_____+_______7_+__2_6_1__+____8_2_4+___7_____   ________1+_______23+__4__5___+____2____+__67__5__+_859_____+____6____+2________+3___1___9   8___3_7__+___2_____+7_9_1____+_6_4___1_+___8_____+_2_______+_______62+_______4_+5____7___   PERM   2020-05-13
    2019      240   _____291_+32__8____+_________+_19___5__+___3_____+____7____+7_46____3+_____1___+6________   _________+_____1_23+_14_5____+_____2___+__6______+7_86__4__+____8____+___4_____+32______9   ___2_____+_93_____4+____6____+_________+_____8_39+2_8_5____+_____3___+61_7__2__+7________   PERM   2020-05-14
    2020      143   _____297_+_3__1____+6_____5__+____8__21+_5_9_____+_________+___5__3__+8__6_____+1________   _________+_____1__2+_34____5_+______6__+____3___4+15___7___+____4____+____6_8__+2_____71_   ____4____+8_______7+____2___9+___7____5+_14____2_+_________+7___9____+___8___4_+53____1__   PERM   2020-05-15
    2021     1673   _____3__1+____27___+3________+1__5_____+______87_+______2__+__2___63_+_4_15____+___9_____   ________1+_______2_+__3__4___+_____56_4+_2______5+37_______+____7__3_+___28__9_+4________   _______43+2_______5+71__2____+__5______+6________+____7_4__+_______7_+__98_5___+__43_____   PERM   2020-05-16
    2022      133   _____3__1+_6_7_____+_________+1_24_____+___5__86_+9________+3___9____+____1__4_+_7____5__   _________+_____1__2+__3____4_+____4_5__+_6____3__+7____2___+____5____+___83___6+91______7   _________+__28_____+6_______9+_____4___+__7_59___+__1___83_+_9____7__+___2___1_+_4___6___   PERM   2020-05-17
    2023      133   _____3__1+_8_5_____+_________+1_24_____+___7__86_+9________+3___9____+____1__4_+_2____5__   _________+_____1__2+__3____4_+____4_5__+_2___6___+7_____3__+____5____+___63___7+81______9   ______45_+_3_______+7___96___+___54__3_+____1____+8_______1+_____8__7+_____29__+_4_______   PERM   2020-05-18
    2024      135   _____3__1+8__4_____+_6_____9_+_9_24____+____8_3__+_________+3_1___4__+___6__75_+_________   _________+_____1__2+__3____45+_________+____67_8_+19___5___+___9__1__+__8_3____+2______5_   __83_____+_________+___62___5+_14_7____+_________+__6___98_+9____8___+____6__3_+_5______7   PERM   2020-05-19
    2025      218   _____3__5+_8____7__+____1____+5_3___6__+___8__2__+1___5____+_7_2_____+9__7_____+_______1_   ________1+_____2___+_34____5_+________6+__745____+1_____2__+___5___7_+_6_______+21__8____   ___8__6_4+5________+____7____+____1____+_____5_7_+_84_____2+______1__+__82_____+_9____75_   PERM   2020-05-20
    2026    16631   _____3__9+1________+______7__+___25__3_+__7___6__+____1____+51_____2_+___7_84__+_9_______   ________1+_____2___+__3____4_+____1___5+_2_______+67____3__+___2_76__+___4_____+1_8_____9   ___5_____+_7______9+39_______+______3__+_1___2___+__64___5_+____97___+__5__1___+__8___2__   PERM   2020-05-21
    2027    15855   _____3__9+1________+______8__+___26__5_+__8___7__+____1____+61_____2_+___8_54__+_9_______   ________1+_____2___+__3____4_+____1___5+_2_______+67____8__+___2_76__+___4_____+1_8_____9   5__81____+___4_____+_7______3+_9__35___+1_____84_+_______6_+_3_______+__6__2___+______4__   PERM   2020-05-22
    2028      141   _____3_1_+_5_______+_4_______+___52_6__+8______3_+___4_____+3_7_____1+___2__5__+1_____4__   ________1+________2+__3__4___+_____3_5_+_1_______+62__7____+____1__4_+___4__83_+_6__2____   ___71_8__+_6______3+___5_____+___1__7__+_4____5__+93_____4_+_____3__4+__7______+__5______   PERM   2020-05-23
    2029      241   _____3_1_+_5__7____+___4_____+1_38_____+____6_7__+2________+___1_23__+_6____5_7+_________   _________+_____1_23+__4_56___+________7+___3___1_+__6___5__+_____54__+_2_______+13______8   _____46__+_7___9_8_+__2_____3+49_______+_6_______+___2____1+______9__+__31_6___+___3_____   PERM   2020-05-24
    2030      200   _____3_1_+_5_6_____+_________+1_3_4____+____8_5__+2________+_9____6_3+___17____+___2__4__   _________+_____1__2+__3____4_+______5_3+_6______7+42___8___+____7____+___43_6__+_1____9__   _67____1_+___3___8_+_5_______+_________+_____6__7+3_____2__+______69_+4__27____+___1__5__   PERM   2020-05-25
    2031      533   _____3_1_+_7__4____+__2______+8_1_3____+______7_2+______5__+3__5_1___+_4____6__+___2_____   ________1+_______23+__4_56___+_____2___+__73_____+_4____6__+___7____8+16__4____+2________   _9_______+__6__3___+___7___8_+______9_6+58___7___+________4+____9____+7__84____+__3_____1   PERM   2020-05-26
    2032      134   _____3_1_+6___5____+______8__+4__7__2__+___1_____+_5_______+__129____+_4_____53+______6__   ________1+_____2___+__3__4_5_+____1__6_+__7______+_2_8_____+____932__+__6______+81______5   _____43__+_____6___+__9_7__1_+___3_____+_4___2___+__2_____7+3_89_____+______6__+___5____4   PERM   2020-05-27
    2033      134   _____3_15+82_______+_________+_9__4_6_7+_____18__+_______3_+___79_2__+1________+___2_____   _________+_______12+__3_45___+________4+_1_______+67_1_____+____3____+__42_____+8__9_7_6_   _________+___75____+__2___4_9+______2__+__4____7_+_3__1__86+5________+61_____5_+___4_____   PERM   2020-05-28
    2034      133   _____3_2_+3___8____+_______4_+5_____3__+___9__6__+___2_____+____4_1_5+742______+_9_______   ________1+_______23+__4__5__6+______4__+___13____+_75___8__+_____93__+___5_____+12_______   ___63____+__9_1__7_+____5____+4_7__8___+_____9___+______5_3+_____3_2_+65_______+______7__   PERM   2020-05-29
    2035      132   _____3_2_+3___8____+_______4_+5_____8__+___9__6__+___2_____+____7_1_5+742______+_9_______   ________1+_______23+__4__5__6+______4__+___13____+_78___9__+_____86__+___5_____+12_______   _____2_8_+_______7_+__4__9___+__6___9__+___3_____+___7____6+371______+____451__+8________   PERM   2020-05-30
    2038      135   _____3_46+5______3_+_2_______+___28_7__+6_1______+____9____+4__3_6___+_8____2__+_________   _________+_____1__2+_34____5_+________1+____3__6_+__345____+______74_+21___8___+9________   54__2____+______6_3+_7_______+_______5_+__98_3___+___9____1+_________+____5__4_+9_3_____8   PERM   2020-05-31
    2039      135   _____3_48+2_1______+_________+7_____2__+_3___4___+____5____+5__26_1__+_4_____8_+___7_____   _________+_______12+__3_45___+_____45__+_6_______+71_2___8_+___1___6_+__5___3__+8________   ___6__3__+9________+24__5__7_+_7_______+____2__9_+__3___8__+__83_6___+_________+_______25   PERM   2020-06-01
    2040      132   _____3_49+28__1____+_________+5_9____6_+____8_2__+___5_____+7_____1__+___9_6___+___4_____   _________+_____1_23+_45_6____+____4_5__+___7_____+2_7_____8+___2_8___+___3_____+__9___6__   9_______7+________6+__51_____+__8____1_+_2__67___+____9___3+6________+2__4___5_+_______8_   PERM   2020-06-02
    2041      141   _____3_5_+____78___+1________+_576_____+_8__2____+___1___4_+______7_8+9__4_____+______2__   ________1+_______23+__4__5___+_____6___+_7____8__+32_______+__6___4__+__938____+1___2____   ___4_8_7_+_____35__+_2_____1_+____6__2_+4_3______+5________+_8______9+______4_3+____1____   PERM   2020-06-03
    2042      173   _____3_58+_71______+_________+___42_7__+8____5___+_6____1__+5___6__4_+___1_____+__2______   _________+_______12+__3_45___+________6+_2_______+7____85__+___2___7_+__5___4__+68_1_____   _6_____2_+_____49_5+8____7___+___26__3_+_________+4_7______+_2_5__8__+__9______+________7   PERM   2020-06-04
    2043      182   _____3_6_+_2____4__+_5_7_____+______5_1+3_8______+6________+___52____+8______3_+___4__6__   ________1+_______23+____45___+_____67__+__31_____+_8____5__+___3____2+_6___1___+75_______   ____5____+_1__7__6_+6_______9+_37______+___6_9__8+_____8___+______3__+9________+__2___71_   PERM   2020-06-05
    2044      131   _____3_6_+2__1_____+______58_+7_____3__+____8____+____9____+___6__7_1+_842_____+_9_______   ________1+________2+__3__4___+_____5_6_+_17______+_8____3__+____2____+___91__5_+6_4____8_   6______4_+___2_____+___3_____+__2______+_73_5____+____9_86_+5___8____+_____4__9+_______13   PERM   2020-06-06
    2046      186   _____3_65+9______8_+__1______+___79_2__+_5_______+___6_____+86___5___+7_____9__+____1____   ________1+_______23+__4__5___+______6__+____27_5_+_1__3____+____1___8+__56_____+3_7______   ___25____+____3____+__7____8_+3___4____+_9_____7_+______56_+_____9___+2_67_____+5_______3   PERM   2020-06-07
    2047      296   _____3_7_+____8__2_+_1_______+3_75_____+_____18__+2__4_____+7___2____+___6____4+______1__   ________1+_____1_23+__4______+____4_5__+___6_____+12_______+___7___68+_5___2___+3_____4__   74____1__+_____2_5_+_6____8__+___7___4_+__5______+___6____2+____8_9__+_7______6+_____5___   PERM   2020-06-08
    2048      317   _____3_7_+_8_______+_2_______+___1__3_8+7___56___+3________+___82_1__+4_6____3_+_________   _________+_____1_23+_45_6____+________1+__651____+27______8+______4__+______5__+1____8___   _25_____3+____48_7_+_________+____7_43_+_9_5_1___+_3_______+8________+___3____9+4________   PERM   2020-06-09
    2049      131   _____3_7_+2__1_____+______58_+6_____3__+____8____+____9____+___5__6_1+_842_____+_9_______   ________1+________2+__3__4___+_____5_6_+_17______+_8____3__+____2____+___91__5_+6_4____7_   _5____4_9+______7__+_6_18____+2____3___+_1_____5_+____64___+__7______+__4______+____2__8_   PERM   2020-06-10
    2050      514   _____3_74+8___1____+___6____2+____5_8__+_4_2_____+_3____9__+9_____5__+___4_____+_______1_   _________+_______12+__3__4___+_____53_4+_6__7____+81_______+__7___5__+_2_______+9__1___8_   _6______2+___7_____+4________+__83_____+____4___9+1_7__5___+_2_____5_+___8___7_+_9__6____   PERM   2020-06-11
    2051     3537   _____31__+__2____7_+_________+___72__8_+34____6__+_9_______+1__2_____+___58____+______4_3   _________+_____1__2+__3____4_+______1_5+___67____+_2__3____+___34__6_+51______8+9________   ______37_+8____9___+21_______+___6_____+48______1+___3_75__+__7___9__+____8___4+_________   PERM   2020-06-12
    2052     3602   _____31__+__2____8_+_________+___72__5_+34____6__+_9_______+1__2_____+___57____+______4_3   _________+_____1__2+__3____4_+______1_5+___67____+_2__3____+___36__7_+51______8+9________   4_3__2___+9________+___7__6_1+_____5_3_+_________+_6_8_____+____34___+______1_7+__5_____6   PERM   2020-06-13
    2053      359   _____31__+__5____7_+_________+___75__8_+34____6__+_9_______+1__2_____+___58____+______4_3   _________+_____1__2+__3____4_+______1_5+___36____+_2_7_____+___43__6_+51______8+9________   83_______+___4_____+9_____2__+________9+7___2___8+__16_____+__6___54_+__4____1_+____9____   PERM   2020-06-14
    2054     1248   _____31__+__5____8_+_________+___75__2_+34____6__+_8_______+1__2_____+___57____+______4_3   _________+_____1__2+__3____4_+______1_5+___36____+_2_7_____+___63__7_+4________+51______8   __8_____3+___9_2___+______1_5+_5__7____+_________+_____8_9_+2_9__4___+7________+____3_5_1   PERM   2020-06-15
    2055     1152   _____31__+__7____8_+_________+___75__2_+34____6__+_8_______+1__2_____+___57____+______4_3   _________+_____1__2+__3____4_+______1_5+___36____+_2__7____+___63__7_+4________+51______8   _________+_4____2__+___6___5_+____947__+2________+3_6____1_+____49___+_______36+__5__7___   PERM   2020-06-16
    2056      461   _____31__+_8______6+____5____+1_74___5_+___82____+3________+_4_6__7__+_______3_+6________   ________1+_____2___+__1_3__4_+________2+__4__53_6+_78______+___1___8_+_5_______+2___6____   _____9___+6______57+____4__8_+3____1___+___6_____+_9______4+__6___9_1+________3+7__5_____   PERM   2020-06-17
    2057      132   _____31__+7___2____+______85_+2_7____4_+___1_____+4________+_6_54____+__3_____2+_1_______   ________1+_____1_23+__4______+______4__+____3__5_+_16___7__+___8_6___+_3______2+5__4_____   __8______+________4+____4_6_7+_______8_+_____79__+_41____3_+___21____+9__8_____+_7______6   PERM   2020-06-18
    2058     1177   _____31_4+2___5____+______8__+5_6______+7______2_+___4_____+____6__7_+_1_8_____+_4_9_____   ________1+_______23+__4__5___+________6+_____78__+_1_29____+___31____+7________+8_5___4__   __5______+_____2__6+_34______+___38__5_+7____1___+__9______+___45____+6_____7_2+______1__   PERM   2020-06-19
    2059     1044   _____31_9+5________+______3__+___8_6_5_+__97_____+_1_______+___52_4__+6______8_+____1____   ________1+_______2_+__3__4___+_____53__+_1_______+62__7____+____3_5_8+___29____+_6____4__   _4______9+______8__+_35__1___+_____3_5_+21__6____+8________+____7____+__798____+_______1_   PERM   2020-06-20
    2060      133   _____32__+______1_6+7________+4__1___7_+___25____+3___6____+_____8_4_+_26______+_5_______   ________1+_______23+__4__5___+______6__+___27____+__8_3____+_2____8__+31_______+7____65__   _____9__1+__6______+____84___+__76__4__+__1____8_+______93_+89_______+_3_______+___7____2   PERM   2020-06-21
    2061      133   _____32__+______1_7+4________+6__1___8_+___25____+3___7____+_____9_4_+_27______+_5_______   ________1+_______23+__4__5___+______4__+_3___6___+27_______+____2_6__+___31____+__87__9__   __9____7_+____4____+______52_+_2__8___6+5___9____+37_______+_____3___+___5_7___+__1_____4   PERM   2020-06-22
    2062      208   _____32__+2_____4__+_1__6____+3__4_____+__7____6_+_______1_+__52__3__+_6__5____+________8   ________1+_____2__3+__4_5____+_______6_+__7__85__+_8_3_____+____7_4__+_3_1_____+5_____7__   1______4_+___5____3+__7_9____+_78_____9+___4_1___+______6__+_9_______+4______3_+____8___7   PERM   2020-06-23
    2063      285   _____32_8+_5__4____+_1_______+6_____3__+___5___2_+___78____+3______6_+___1____5+2________   _________+_______12+__3_45___+______4__+_6______7+28_1_____+___2__6__+__4___5__+5___3____   __2_____9+_7___1___+_____3___+3_6___1__+___9_____+___2___5_+_3______2+_______68+1____7___   PERM   2020-06-24
